date,open,high,low,close,tick_volume,spread,real_volume
2020-03-25,111.223,111.68,110.752,111.205,202562,0,0
2020-03-26,111.201,111.297,109.206,109.609,237293,0,0
2020-03-27,109.566,109.704,107.756,107.96,179437,0,0
2020-03-30,107.686,108.296,107.121,107.814,156430,0,0
2020-03-31,107.741,108.729,107.463,107.559,163769,0,0
2020-04-01,107.527,107.94,106.919,107.172,133904,0,0
2020-04-02,107.158,108.096,107.016,107.881,126740,0,0
2020-04-03,107.864,108.677,107.801,108.45,106681,0,0
2020-04-06,108.316,109.382,108.316,109.23,106815,0,0
2020-04-07,109.204,109.28,108.671,108.78,105262,0,0
2020-04-08,108.749,109.102,108.504,108.822,87222,0,0
2020-04-09,108.816,109.063,108.207,108.486,81581,0,0
2020-04-10,108.455,108.587,108.322,108.357,44093,0,0
2020-04-13,108.353,108.52,107.501,107.752,66155,0,0
2020-04-14,107.764,107.769,106.982,107.21,57018,0,0
2020-04-15,107.211,107.866,106.927,107.429,70951,0,0
2020-04-16,107.419,108.083,107.166,107.898,79200,0,0
2020-04-17,107.912,108.082,107.301,107.52,79119,0,0
2020-04-20,107.49,107.949,107.44,107.616,54503,0,0
2020-04-21,107.605,107.892,107.282,107.759,69748,0,0
2020-04-22,107.757,107.938,107.515,107.744,54429,0,0
2020-04-23,107.728,108.043,107.347,107.633,68369,0,0
2020-04-24,107.543,107.76,107.368,107.488,52875,0,0
2020-04-27,107.532,107.625,106.995,107.249,52023,0,0
2020-04-28,107.218,107.34,106.561,106.864,62682,0,0
2020-04-29,106.861,106.895,106.36,106.619,54858,0,0
2020-04-30,106.628,107.5,106.407,107.171,71030,0,0
2020-05-01,107.147,107.406,106.606,106.887,53798,0,0
2020-05-04,106.861,107.07,106.636,106.718,49411,0,0
2020-05-05,106.693,106.895,106.418,106.549,50690,0,0
2020-05-06,106.516,106.62,105.988,106.104,55004,0,0
2020-05-07,106.077,106.656,105.991,106.268,56163,0,0
2020-05-08,106.278,106.748,106.21,106.639,51573,0,0
2020-05-11,106.49,107.768,106.484,107.654,52966,0,0
2020-05-12,107.623,107.692,107.122,107.149,52591,0,0
2020-05-13,107.099,107.276,106.744,107.027,55393,0,0
2020-05-14,107.021,107.364,106.776,107.226,46941,0,0
2020-05-15,107.245,107.434,106.855,107.092,43300,0,0
2020-05-18,107.083,107.506,107.069,107.33,42471,0,0
2020-05-19,107.3,108.088,107.259,107.702,45862,0,0
2020-05-20,107.7,107.985,107.337,107.515,39494,0,0
2020-05-21,107.494,107.85,107.469,107.606,41432,0,0
2020-05-22,107.604,107.764,107.324,107.6,38615,0,0
2020-05-25,107.558,107.78,107.541,107.706,26504,0,0
2020-05-26,107.672,107.922,107.402,107.532,40817,0,0
2020-05-27,107.522,107.947,107.366,107.716,58467,0,0
2020-05-28,107.717,107.902,107.571,107.624,53590,0,0
2020-05-29,107.634,107.896,107.081,107.775,66173,0,0
2020-06-01,107.66,107.858,107.377,107.59,48295,0,0
2020-06-02,107.588,108.773,107.514,108.677,54861,0,0
2020-06-03,108.665,108.984,108.423,108.902,62410,0,0
2020-06-04,108.884,109.198,108.617,109.157,63881,0,0
2020-06-05,109.128,109.851,109.028,109.584,66550,0,0
2020-06-08,109.548,109.692,108.234,108.427,51883,0,0
2020-06-09,108.424,108.543,107.621,107.752,64719,0,0
2020-06-10,107.749,107.874,106.988,107.128,67105,0,0
2020-06-11,107.117,107.235,106.571,106.86,98877,0,0
2020-06-12,106.855,107.554,106.585,107.353,92737,0,0
2020-06-15,107.318,107.569,107.0,107.329,85634,0,0
2020-06-16,107.333,107.641,107.213,107.316,86513,0,0
2020-06-17,107.318,107.443,106.954,107.006,66805,0,0
2020-06-18,107.001,107.129,106.67,106.971,77047,0,0
2020-06-19,106.963,107.058,106.768,106.876,62156,0,0
2020-06-22,106.763,107.011,106.727,106.9,58014,0,0
2020-06-23,106.898,107.222,106.073,106.534,80617,0,0
2020-06-24,106.517,107.072,106.384,107.056,78236,0,0
2020-06-25,107.04,107.452,106.932,107.196,72659,0,0
2020-06-26,107.19,107.358,106.799,107.19,62969,0,0
2020-06-29,107.075,107.886,107.042,107.573,62832,0,0
2020-06-30,107.56,107.983,107.522,107.931,62039,0,0
2020-07-01,107.924,108.165,107.361,107.469,58616,0,0
2020-07-02,107.466,107.725,107.333,107.497,52908,0,0
2020-07-03,107.503,107.568,107.436,107.49,30605,0,0
2020-07-06,107.448,107.773,107.256,107.393,42771,0,0
2020-07-07,107.282,107.791,107.246,107.525,44996,0,0
2020-07-08,107.536,107.711,107.202,107.26,38788,0,0
2020-07-09,107.261,107.397,107.098,107.201,54778,0,0
2020-07-10,107.201,107.264,106.638,106.913,47608,0,0
2020-07-13,106.886,107.32,106.788,107.287,37595,0,0
2020-07-14,107.29,107.433,107.118,107.23,53140,0,0
2020-07-15,107.231,107.309,106.667,106.944,45878,0,0
2020-07-16,106.894,107.401,106.834,107.277,46236,0,0
2020-07-17,107.203,107.363,106.941,107.028,35180,0,0
2020-07-20,107.106,107.54,107.013,107.271,52125,0,0
2020-07-21,107.249,107.367,106.683,106.794,62577,0,0
2020-07-22,106.795,107.288,106.71,107.16,64483,0,0
2020-07-23,107.154,107.23,106.712,106.847,52228,0,0
2020-07-24,106.859,106.901,105.683,106.121,83112,0,0
2020-07-27,106.022,106.099,105.117,105.382,85496,0,0
2020-07-28,105.37,105.687,104.958,105.078,82778,0,0
2020-07-29,105.092,105.244,104.774,104.925,80579,0,0
2020-07-30,104.918,105.295,104.681,104.736,80536,0,0
2020-07-31,104.727,106.057,104.189,105.835,115796,0,0
2020-08-03,105.772,106.474,105.582,105.95,117676,0,0
2020-08-04,105.943,106.196,105.639,105.717,69293,0,0
2020-08-05,105.715,105.874,105.322,105.597,77798,0,0
2020-08-06,105.596,105.699,105.302,105.548,78780,0,0
2020-08-07,105.546,106.057,105.48,105.915,76812,0,0
2020-08-10,105.812,106.203,105.709,105.96,53511,0,0
2020-08-11,105.957,106.683,105.875,106.494,80297,0,0
2020-08-12,106.489,107.015,106.441,106.876,78749,0,0
2020-08-13,106.905,107.05,106.566,106.925,68052,0,0
2020-08-14,106.925,107.039,106.436,106.581,52125,0,0
2020-08-17,106.562,106.655,105.944,105.999,56026,0,0
2020-08-18,106.002,106.053,105.284,105.407,73119,0,0
2020-08-19,105.394,106.154,105.103,106.113,84787,0,0
2020-08-20,106.097,106.218,105.745,105.796,84553,0,0
2020-08-21,105.796,106.073,105.442,105.807,69057,0,0
2020-08-24,105.763,105.997,105.689,105.981,53888,0,0
2020-08-25,105.973,106.578,105.873,106.39,73457,0,0
2020-08-26,106.384,106.556,105.956,105.986,60028,0,0
2020-08-27,105.982,106.7,105.604,106.571,107196,0,0
2020-08-28,106.558,106.947,105.202,105.35,105854,0,0
2020-08-31,105.431,106.098,105.293,105.905,80074,0,0
2020-09-01,105.9,106.155,105.593,105.959,77206,0,0
2020-09-02,105.953,106.302,105.852,106.188,63432,0,0
2020-09-03,106.186,106.552,106.004,106.186,71053,0,0
2020-09-04,106.184,106.507,106.057,106.239,65581,0,0
2020-09-07,106.236,106.386,106.134,106.258,34970,0,0
2020-09-08,106.224,106.383,105.863,106.028,58311,0,0
2020-09-09,106.021,106.274,105.792,106.178,58945,0,0
2020-09-10,106.176,106.305,105.984,106.132,58008,0,0
2020-09-11,106.126,106.266,106.059,106.147,54509,0,0
2020-09-14,106.078,106.165,105.549,105.733,41680,0,0
2020-09-15,105.722,105.815,105.302,105.443,48659,0,0
2020-09-16,105.438,105.439,104.801,104.944,71399,0,0
2020-09-17,104.943,105.174,104.524,104.738,69308,0,0
2020-09-18,104.743,104.872,104.273,104.559,49393,0,0
2020-09-21,104.495,104.885,104.002,104.645,61397,0,0
2020-09-22,104.644,105.078,104.406,104.947,50177,0,0
2020-09-23,104.924,105.497,104.836,105.361,55949,0,0
2020-09-24,105.363,105.532,105.207,105.413,54806,0,0
2020-09-25,105.4,105.701,105.241,105.562,47515,0,0
2020-09-28,105.472,105.69,105.264,105.487,47089,0,0
2020-09-29,105.461,105.734,105.342,105.679,54711,0,0
2020-09-30,105.644,105.804,105.402,105.439,63426,0,0
2020-10-01,105.466,105.728,105.403,105.546,63829,0,0
2020-10-02,105.518,105.666,104.942,105.375,80658,0,0
2020-10-05,105.277,105.796,105.234,105.74,49665,0,0
2020-10-06,105.749,105.785,105.471,105.636,53793,0,0
2020-10-07,105.628,106.109,105.6,105.967,52942,0,0
2020-10-08,105.967,106.108,105.926,106.03,47182,0,0
2020-10-09,106.024,106.036,105.582,105.613,49211,0,0
2020-10-12,105.751,105.774,105.242,105.321,38963,0,0
2020-10-13,105.343,105.628,105.271,105.477,54714,0,0
2020-10-14,105.471,105.516,105.036,105.165,43646,0,0
2020-10-15,105.168,105.493,105.059,105.419,45994,0,0
2020-10-16,105.442,105.447,105.192,105.38,44426,0,0
2020-10-19,105.345,105.504,105.303,105.433,40367,0,0
2020-10-20,105.436,105.748,105.343,105.508,44849,0,0
2020-10-21,105.498,105.526,104.342,104.582,52237,0,0
2020-10-22,104.592,104.924,104.478,104.886,44387,0,0
2020-10-23,104.857,104.938,104.548,104.702,39075,0,0
2020-10-26,104.672,105.055,104.653,104.833,40775,0,0
2020-10-27,104.83,104.891,104.389,104.416,34076,0,0
2020-10-28,104.41,104.556,104.114,104.318,47749,0,0
2020-10-29,104.32,104.728,104.025,104.61,53785,0,0
2020-10-30,104.594,104.743,104.125,104.673,60719,0,0
2020-11-02,104.452,104.948,104.452,104.751,45573,0,0
2020-11-03,104.7,104.801,104.433,104.501,66409,0,0
2020-11-04,104.453,105.345,104.15,104.522,129950,0,0
2020-11-05,104.503,104.539,103.443,103.517,91696,0,0
2020-11-06,103.451,103.759,103.177,103.366,86705,0,0
2020-11-09,103.321,105.648,103.19,105.388,109411,0,0
2020-11-10,105.352,105.489,104.822,105.246,86114,0,0
2020-11-11,105.29,105.678,105.006,105.432,56606,0,0
2020-11-12,105.425,105.479,105.071,105.124,57580,0,0
2020-11-13,105.132,105.152,104.566,104.611,54943,0,0
2020-11-16,104.713,105.131,104.363,104.567,61393,0,0
2020-11-17,104.574,104.599,104.071,104.185,53835,0,0
2020-11-18,104.188,104.206,103.652,103.795,56627,0,0
2020-11-19,103.828,104.217,103.718,103.745,56952,0,0
2020-11-20,103.735,103.912,103.702,103.834,44720,0,0
2020-11-23,103.764,104.638,103.684,104.551,57929,0,0
2020-11-24,104.432,104.762,104.147,104.444,60417,0,0
2020-11-25,104.445,104.6,104.258,104.464,57705,0,0
2020-11-26,104.456,104.475,104.218,104.244,45901,0,0
2020-11-27,104.258,104.281,103.908,104.087,42954,0,0
2020-11-30,104.02,104.409,103.831,104.312,61016,0,0
2020-12-01,104.292,104.578,104.182,104.308,58079,0,0
2020-12-02,104.309,104.75,104.225,104.412,67784,0,0
2020-12-03,104.406,104.535,103.671,103.844,69618,0,0
2020-12-04,103.83,104.246,103.738,104.19,63009,0,0
2020-12-07,104.092,104.313,103.924,104.05,60180,0,0
2020-12-08,104.051,104.207,103.956,104.164,56653,0,0
2020-12-09,104.158,104.406,104.054,104.235,51049,0,0
2020-12-10,104.212,104.58,104.143,104.216,66810,0,0
2020-12-11,104.241,104.277,103.824,104.023,57867,0,0
2020-12-14,103.947,104.104,103.512,104.035,60195,0,0
2020-12-15,104.03,104.152,103.608,103.647,45201,0,0
2020-12-16,103.657,103.918,103.262,103.419,62680,0,0
2020-12-17,103.456,103.561,102.874,103.088,59986,0,0
2020-12-18,103.094,103.594,103.055,103.305,55259,0,0
2020-12-21,103.489,103.892,103.253,103.288,76205,0,0
2020-12-22,103.319,103.735,103.281,103.618,57022,0,0
2020-12-23,103.631,103.653,103.358,103.541,53258,0,0
2020-12-24,103.536,103.768,103.502,103.674,34976,0,0
2020-12-28,103.498,103.899,103.404,103.779,44108,0,0
2020-12-29,103.8,103.818,103.463,103.532,40944,0,0
2020-12-30,103.567,103.587,102.961,103.21,48516,0,0
2020-12-31,103.072,103.315,102.996,103.253,39276,0,0
2021-01-04,103.095,103.316,102.713,103.137,63085,0,0
2021-01-05,103.12,103.192,102.605,102.717,57634,0,0
2021-01-06,102.698,103.444,102.592,103.058,79341,0,0
2021-01-07,103.029,103.958,102.951,103.825,69047,0,0
2021-01-08,103.782,104.093,103.604,103.962,79489,0,0
2021-01-11,103.881,104.398,103.844,104.242,57352,0,0
2021-01-12,104.259,104.332,103.722,103.751,58256,0,0
2021-01-13,103.754,103.997,103.526,103.878,54957,0,0
2021-01-14,103.862,104.198,103.564,103.8,64289,0,0
2021-01-15,103.801,103.914,103.619,103.883,50145,0,0
2021-01-18,103.815,103.931,103.637,103.69,50777,0,0
2021-01-19,103.683,104.086,103.652,103.904,50634,0,0
2021-01-20,103.9,103.928,103.446,103.536,45883,0,0
2021-01-21,103.54,103.668,103.328,103.492,58320,0,0
2021-01-22,103.496,103.887,103.441,103.765,42161,0,0
2021-01-25,103.713,103.938,103.674,103.76,43354,0,0
2021-01-26,103.738,103.829,103.556,103.621,37524,0,0
2021-01-27,103.611,104.201,103.588,104.11,48524,0,0
2021-01-28,104.072,104.464,104.051,104.262,53358,0,0
2021-01-29,104.21,104.941,104.199,104.722,57373,0,0
2021-02-01,104.768,105.036,104.608,104.938,41189,0,0
2021-02-02,104.914,105.174,104.828,104.971,41456,0,0
2021-02-03,104.97,105.105,104.922,105.027,31843,0,0
2021-02-04,105.025,105.565,104.975,105.562,35735,0,0
2021-02-05,105.509,105.768,105.335,105.376,45996,0,0
2021-02-08,105.303,105.672,105.15,105.231,41358,0,0
2021-02-09,105.2,105.262,104.498,104.557,52423,0,0
2021-02-10,104.562,104.842,104.409,104.595,45139,0,0
2021-02-11,104.582,104.805,104.55,104.74,32014,0,0
2021-02-12,104.73,105.181,104.68,104.926,39085,0,0
2021-02-15,104.889,105.418,104.889,105.361,30449,0,0
2021-02-16,105.359,106.076,105.181,106.051,48947,0,0
2021-02-17,106.032,106.227,105.78,105.864,57430,0,0
2021-02-18,105.862,105.925,105.599,105.663,47507,0,0
2021-02-19,105.686,105.743,105.241,105.418,46587,0,0
2021-02-22,105.38,105.844,104.983,105.075,54892,0,0
2021-02-23,105.063,105.43,104.922,105.251,49277,0,0
2021-02-24,105.238,106.104,105.192,105.842,63118,0,0
2021-02-25,105.865,106.403,105.832,106.244,95891,0,0
2021-02-26,106.16,106.693,105.848,106.536,101503,0,0
2021-03-01,106.503,106.89,106.367,106.767,58228,0,0
2021-03-02,106.759,106.958,106.67,106.692,54855,0,0
2021-03-03,106.681,107.154,106.672,107.02,60092,0,0
2021-03-04,106.98,107.988,106.967,107.976,65267,0,0
2021-03-05,107.971,108.644,107.821,108.394,85839,0,0
2021-03-08,108.31,108.942,108.282,108.917,58936,0,0
2021-03-09,108.865,109.234,108.415,108.492,69775,0,0
2021-03-10,108.48,108.92,108.339,108.397,65338,0,0
2021-03-11,108.374,108.812,108.355,108.508,68211,0,0
2021-03-12,108.493,109.166,108.489,109.034,68069,0,0
2021-03-15,108.978,109.366,108.915,109.123,57436,0,0
2021-03-16,109.122,109.288,108.772,109.004,56128,0,0
2021-03-17,108.992,109.326,108.745,108.847,58252,0,0
2021-03-18,108.834,109.304,108.625,108.891,79849,0,0
2021-03-19,108.882,109.132,108.609,108.885,65956,0,0
2021-03-22,108.622,108.956,108.568,108.846,48278,0,0
2021-03-23,108.841,108.873,108.405,108.581,56072,0,0
2021-03-24,108.583,108.956,108.451,108.723,52763,0,0
2021-03-25,108.729,109.238,108.709,109.19,56676,0,0
2021-03-26,109.181,109.847,109.131,109.675,54629,0,0
2021-03-29,109.719,109.847,109.374,109.833,48440,0,0
2021-03-30,109.773,110.428,109.727,110.353,52266,0,0
2021-03-31,110.351,110.967,110.275,110.719,62557,0,0
2021-04-01,110.692,110.848,110.546,110.608,49690,0,0
2021-04-02,110.585,110.75,110.375,110.656,49825,0,0
2021-04-05,110.608,110.751,109.962,110.18,40310,0,0
2021-04-06,110.172,110.553,109.67,109.739,54381,0,0
2021-04-07,109.722,109.942,109.579,109.835,65045,0,0
2021-04-08,109.848,109.904,109.0,109.266,55621,0,0
2021-04-09,109.257,109.961,109.19,109.66,52871,0,0
2021-04-12,109.695,109.769,109.245,109.375,47462,0,0
2021-04-13,109.379,109.752,109.017,109.056,61318,0,0
2021-04-14,109.058,109.095,108.751,108.936,54441,0,0
2021-04-15,108.904,108.964,108.611,108.752,50975,0,0
2021-04-16,108.76,108.966,108.61,108.803,46156,0,0
2021-04-19,108.767,108.836,108.01,108.137,48277,0,0
2021-04-20,108.122,108.55,107.974,108.082,41009,0,0
2021-04-21,108.085,108.282,107.877,108.053,33999,0,0
2021-04-22,108.07,108.234,107.816,107.971,36317,0,0
2021-04-23,107.966,108.147,107.478,107.87,34856,0,0
2021-04-26,107.905,108.196,107.644,108.094,36430,0,0
2021-04-27,108.069,108.774,108.069,108.735,35061,0,0
2021-04-28,108.633,109.078,108.572,108.603,40302,0,0
2021-04-29,108.59,109.223,108.435,108.919,34875,0,0
2021-04-30,108.923,109.342,108.712,109.337,38781,0,0
2021-05-03,109.259,109.698,108.895,109.071,31697,0,0
2021-05-04,109.034,109.488,109.011,109.293,39689,0,0
2021-05-05,109.316,109.48,109.144,109.192,30693,0,0
2021-05-06,109.188,109.429,109.002,109.085,42108,0,0
2021-05-07,109.091,109.289,108.337,108.587,44678,0,0
2021-05-10,108.57,109.055,108.467,108.836,39760,0,0
2021-05-11,108.773,108.981,108.349,108.624,41573,0,0
2021-05-12,108.605,109.706,108.546,109.702,49102,0,0
2021-05-13,109.614,109.785,109.405,109.457,44523,0,0
2021-05-14,109.442,109.656,109.188,109.353,34506,0,0
2021-05-17,109.286,109.502,109.075,109.24,32368,0,0
2021-05-18,109.17,109.283,108.835,108.889,36078,0,0
2021-05-19,108.879,109.337,108.572,109.22,48135,0,0
2021-05-20,109.196,109.309,108.751,108.791,38793,0,0
2021-05-21,108.753,109.005,108.613,108.966,33824,0,0
2021-05-24,108.893,108.994,108.696,108.766,32311,0,0
2021-05-25,108.726,109.067,108.559,108.776,39216,0,0
2021-05-26,108.756,109.179,108.724,109.144,35834,0,0
2021-05-27,109.151,109.924,109.037,109.84,42455,0,0
2021-05-28,109.747,110.199,109.743,109.855,38032,0,0
2021-05-31,109.792,109.936,109.355,109.555,26570,0,0
2021-06-01,109.551,109.709,109.331,109.491,34981,0,0
2021-06-02,109.463,109.886,109.42,109.573,33139,0,0
2021-06-03,109.515,110.321,109.515,110.308,34915,0,0
2021-06-04,110.244,110.332,109.364,109.523,36136,0,0
2021-06-07,109.579,109.638,109.192,109.256,31986,0,0
2021-06-08,109.233,109.559,109.199,109.483,32599,0,0
2021-06-09,109.485,109.657,109.227,109.636,28662,0,0
2021-06-10,109.591,109.794,109.306,109.328,29915,0,0
2021-06-11,109.304,109.842,109.304,109.689,31153,0,0
2021-06-14,109.603,110.098,109.603,110.077,26251,0,0
2021-06-15,110.063,110.168,110.001,110.064,21538,0,0
2021-06-16,110.024,110.72,109.805,110.706,34544,0,0
2021-06-17,110.71,110.823,110.166,110.236,47298,0,0
2021-06-18,110.155,110.484,109.942,110.222,53100,0,0
2021-06-21,110.189,110.35,109.717,110.327,53354,0,0
2021-06-22,110.228,110.794,110.211,110.669,35780,0,0
2021-06-23,110.585,111.104,110.585,110.956,35948,0,0
2021-06-24,110.95,111.116,110.691,110.882,36119,0,0
2021-06-25,110.835,110.986,110.482,110.788,35070,0,0
2021-06-28,110.734,110.976,110.498,110.612,37635,0,0
2021-06-29,110.621,110.759,110.431,110.547,39914,0,0
2021-06-30,110.458,111.12,110.419,111.106,43254,0,0
2021-07-01,111.099,111.638,111.026,111.527,37740,0,0
2021-07-02,111.521,111.658,110.951,111.031,36572,0,0
2021-07-05,110.949,111.19,110.798,110.983,37636,0,0
2021-07-06,110.952,110.978,110.523,110.617,39223,0,0
2021-07-07,110.596,110.817,110.397,110.62,46312,0,0
2021-07-08,110.603,110.672,109.534,109.761,53777,0,0
2021-07-09,109.664,110.259,109.664,110.103,41716,0,0
2021-07-12,110.102,110.403,109.979,110.351,32474,0,0
2021-07-13,110.352,110.647,110.198,110.632,39847,0,0
2021-07-14,110.628,110.698,109.935,109.947,37958,0,0
2021-07-15,109.935,110.09,109.714,109.841,39891,0,0
2021-07-16,109.798,110.341,109.731,110.082,36425,0,0
2021-07-19,110.028,110.098,109.066,109.454,48330,0,0
2021-07-20,109.398,109.958,109.329,109.859,51050,0,0
2021-07-21,109.806,110.389,109.781,110.297,42528,0,0
2021-07-22,110.288,110.359,110.014,110.162,39796,0,0
2021-07-23,110.104,110.594,110.088,110.552,35930,0,0
2021-07-26,110.463,110.583,110.117,110.383,39883,0,0
2021-07-27,110.377,110.392,109.584,109.789,43258,0,0
2021-07-28,109.76,110.286,109.74,109.917,48725,0,0
2021-07-29,109.908,109.948,109.422,109.482,42155,0,0
2021-07-30,109.46,109.828,109.36,109.685,39309,0,0
2021-08-02,109.628,109.771,109.188,109.315,35105,0,0
2021-08-03,109.303,109.342,108.877,109.027,36826,0,0
2021-08-04,109.003,109.674,108.721,109.482,38008,0,0
2021-08-05,109.48,109.79,109.404,109.782,37400,0,0
2021-08-06,109.768,110.352,109.699,110.224,36216,0,0
2021-08-09,110.317,110.354,110.027,110.337,33264,0,0
2021-08-10,110.205,110.6,110.205,110.583,29427,0,0
2021-08-11,110.554,110.801,110.31,110.441,39360,0,0
2021-08-12,110.399,110.548,110.317,110.441,26685,0,0
2021-08-13,110.359,110.458,109.547,109.6,26863,0,0
2021-08-16,109.616,109.751,109.114,109.267,33890,0,0
2021-08-17,109.15,109.655,109.116,109.587,35967,0,0
2021-08-18,109.551,110.066,109.478,109.767,36712,0,0
2021-08-19,109.763,110.226,109.484,109.765,48773,0,0
2021-08-20,109.681,109.885,109.579,109.792,33780,0,0
2021-08-23,109.724,110.148,109.654,109.691,34448,0,0
2021-08-24,109.691,109.882,109.414,109.683,30372,0,0
2021-08-25,109.591,110.125,109.591,109.988,35723,0,0
2021-08-26,109.957,110.229,109.928,110.082,36912,0,0
2021-08-27,110.086,110.267,109.78,109.84,35073,0,0
2021-08-30,109.841,109.963,109.703,109.92,21845,0,0
2021-08-31,109.923,110.079,109.586,109.995,38828,0,0
2021-09-01,109.989,110.42,109.88,110.027,37017,0,0
2021-09-02,109.958,110.12,109.917,109.933,29922,0,0
2021-09-03,109.914,110.072,109.592,109.702,37217,0,0
2021-09-06,109.689,109.946,109.631,109.825,22399,0,0
2021-09-07,109.798,110.318,109.688,110.287,37964,0,0
2021-09-08,110.23,110.447,110.142,110.267,35125,0,0
2021-09-09,110.202,110.271,109.621,109.737,38813,0,0
2021-09-10,109.652,109.99,109.652,109.913,35191,0,0
2021-09-13,109.882,110.16,109.781,110.003,29983,0,0
2021-09-14,109.928,110.163,109.527,109.693,34713,0,0
2021-09-15,109.689,109.745,109.112,109.373,35552,0,0
2021-09-16,109.371,109.828,109.215,109.746,36600,0,0
2021-09-17,109.716,110.081,109.668,109.98,33963,0,0
2021-09-20,109.92,110.037,109.322,109.39,36929,0,0
2021-09-21,109.385,109.706,109.184,109.219,38297,0,0
2021-09-22,109.211,109.9,109.121,109.805,47305,0,0
2021-09-23,109.761,110.347,109.734,110.327,35686,0,0
2021-09-24,110.324,110.794,110.22,110.738,34516,0,0
2021-09-27,110.619,111.066,110.535,111.015,35543,0,0
2021-09-28,111.002,111.64,110.936,111.508,48517,0,0
2021-09-29,111.465,112.05,111.207,111.981,45686,0,0
2021-09-30,111.957,112.08,111.241,111.275,48889,0,0
2021-10-01,111.252,111.488,110.907,111.07,52826,0,0
2021-10-04,110.881,111.302,110.823,110.92,47452,0,0
2021-10-05,110.921,111.563,110.841,111.47,44722,0,0
2021-10-06,111.464,111.788,111.201,111.426,51078,0,0
2021-10-07,111.394,111.649,111.23,111.621,39382,0,0
2021-10-08,111.621,112.253,111.51,112.213,43795,0,0
2021-10-11,112.151,113.414,112.107,113.331,37362,0,0
2021-10-12,113.25,113.788,113.003,113.608,51489,0,0
2021-10-13,113.577,113.803,113.23,113.253,48921,0,0
2021-10-14,113.248,113.719,113.212,113.678,38450,0,0
2021-10-15,113.676,114.465,113.657,114.262,47151,0,0
2021-10-18,114.208,114.453,114.014,114.317,50584,0,0
2021-10-19,114.303,114.398,113.879,114.38,44284,0,0
2021-10-20,114.366,114.7,114.08,114.329,44009,0,0
2021-10-21,114.249,114.417,113.65,114.004,49477,0,0
2021-10-22,113.933,114.206,113.414,113.499,53189,0,0
2021-10-25,113.535,113.923,113.438,113.714,42673,0,0
2021-10-26,113.709,114.313,113.677,114.153,35796,0,0
2021-10-27,114.149,114.222,113.389,113.811,51649,0,0
2021-10-28,113.809,113.867,113.257,113.565,55384,0,0
2021-10-29,113.573,114.097,113.394,113.998,52050,0,0
2021-11-01,114.022,114.442,113.938,113.996,44347,0,0
2021-11-02,113.994,114.133,113.462,113.963,43884,0,0
2021-11-03,113.959,114.22,113.721,114.02,49509,0,0
2021-11-04,113.991,114.277,113.506,113.757,49977,0,0
2021-11-05,113.746,114.028,113.3,113.396,50542,0,0
2021-11-08,113.336,113.666,113.08,113.227,42519,0,0
2021-11-09,113.217,113.29,112.726,112.879,52362,0,0
2021-11-10,112.841,114.015,112.775,113.91,55773,0,0
2021-11-11,113.906,114.156,113.807,114.063,37050,0,0
2021-11-12,114.057,114.301,113.76,113.928,41306,0,0
2021-11-15,113.909,114.215,113.755,114.14,37989,0,0
2021-11-16,114.119,114.85,114.067,114.819,46457,0,0
2021-11-17,114.818,114.972,113.934,114.118,49062,0,0
2021-11-18,114.027,114.486,113.878,114.256,46547,0,0
2021-11-19,114.253,114.542,113.588,114.02,62666,0,0
2021-11-22,113.938,114.961,113.924,114.872,55175,0,0
2021-11-23,114.869,115.191,114.49,115.132,61763,0,0
2021-11-24,115.125,115.521,114.826,115.41,58256,0,0
2021-11-25,115.416,115.457,115.241,115.32,31978,0,0
2021-11-26,115.318,115.365,113.052,113.261,94428,0,0
2021-11-29,113.685,113.956,112.992,113.536,78121,0,0
2021-11-30,113.524,113.891,112.532,113.142,93471,0,0
2021-12-01,113.133,113.629,112.671,112.769,75536,0,0
2021-12-02,112.769,113.33,112.625,113.188,73188,0,0
2021-12-03,113.139,113.611,112.56,112.799,68843,0,0
2021-12-06,112.827,113.552,112.814,113.489,59197,0,0
2021-12-07,113.438,113.779,113.399,113.569,46905,0,0
2021-12-08,113.552,113.955,113.31,113.695,57027,0,0
2021-12-09,113.656,113.811,113.273,113.462,44225,0,0
2021-12-10,113.426,113.791,113.224,113.379,50638,0,0
2021-12-13,113.281,113.727,113.259,113.582,41691,0,0
2021-12-14,113.486,113.758,113.428,113.753,45188,0,0
2021-12-15,113.708,114.271,113.629,114.059,48313,0,0
2021-12-16,114.002,114.249,113.56,113.704,53273,0,0
2021-12-17,113.633,113.854,113.142,113.708,55262,0,0
2021-12-20,113.571,113.732,113.327,113.628,54909,0,0
2021-12-21,113.56,114.22,113.553,114.086,36247,0,0
2021-12-22,114.057,114.369,113.949,114.115,35289,0,0
2021-12-23,114.057,114.467,114.047,114.408,29103,0,0
2021-12-24,114.377,114.513,114.3,114.34,25923,0,0
2021-12-27,114.377,114.914,114.312,114.888,23012,0,0
2021-12-28,114.816,114.951,114.707,114.822,26421,0,0
2021-12-29,114.821,115.038,114.669,114.967,29794,0,0
2021-12-30,114.894,115.209,114.894,115.063,30126,0,0
2021-12-31,115.042,115.197,115.006,115.058,23985,0,0
2022-01-03,115.102,115.368,114.95,115.328,31180,0,0
2022-01-04,115.319,116.347,115.284,116.126,44573,0,0
2022-01-05,116.124,116.244,115.621,116.103,47952,0,0
2022-01-06,116.074,116.185,115.629,115.848,50419,0,0
